schema_version,catalog,record_type,n_kits,param,weighting,metric,estimate,p05,p50,p95,units,notes,cost_scenario
1.1,SL-16 / Zenit-2 second stage,amortization,7,,,cost_per_removal_ratio_to_n1,0.310781,0.000000,0.310781,0.000000,ratio,"p50 relative to sweep min N",
1.1,SL-16 / Zenit-2 second stage,amortization,7,,,removals,4.000000,0.000000,4.000000,0.000000,count,"",
1.1,SL-16 / Zenit-2 second stage,amortization,7,,,campaign_cost,195.256065,0.000000,195.256065,0.000000,CU,"",
1.1,SL-16 / Zenit-2 second stage,amortization,8,,,cost_per_removal,50.152360,40.126273,50.152360,66.862547,CU_per_removal,"",
1.1,SL-16 / Zenit-2 second stage,amortization,8,,,cost_per_removal_ratio_to_n1,0.319302,0.000000,0.319302,0.000000,ratio,"p50 relative to sweep min N",
1.1,SL-16 / Zenit-2 second stage,amortization,8,,,removals,4.000000,0.000000,4.000000,0.000000,count,"",
1.1,SL-16 / Zenit-2 second stage,amortization,8,,,campaign_cost,200.609665,0.000000,200.609665,0.000000,CU,"",
1.1,SL-16 / Zenit-2 second stage,fom,,,,removed_mass_per_mission,36000.000000,0.000000,36000.000000,0.000000,kg,"per mission at baseline N",
1.1,SL-16 / Zenit-2 second stage,fom,,,spatial_density,fom,156.700654,117.539872,156.700654,156.700781,kg_per_CU,"debris-risk-reduction per cost; weighting is PLACEHOLDER (T5)",
1.1,SL-16 / Zenit-2 second stage,fom,,,spatial_density,band_weight,0.780000,0.780000,0.780000,0.780000,normalized,"w(h) PLACEHOLDER; cite on fill",
1.1,SL-16 / Zenit-2 second stage,fom,,,spatial_density,cost_per_risk_equiv_mass,0.006382,0.006382,0.006382,0.008508,CU_per_kg,"= C_campaign/sum(m_i*w(h_i)) = 1/fom per the same per-run FoM machinery (weights not recomputed); p50 is the reciprocal of the fom_p50 percentile BY CONSTRUCTION, NOT the percentile of per-run reciprocals (order statistics interpolate); p05/p95 are reciprocals of fom_p95/fom_p05 (order reverses for a decreasing transform)",
1.1,SL-16 / Zenit-2 second stage,fom,,,spatial_density,cost_per_risk_equiv_mass_musd,0.000986,0.000986,0.000986,0.001315,MUSD_per_kg,"= cost_per_risk_equiv_mass[CU_per_kg] x anchor_musd_per_cu[cost_scenario=mid]; mid-scenario anchor only to bound row count",mid
1.1,SL-16 / Zenit-2 second stage,fom,,,criticality,fom,200.898275,150.692144,200.898275,200.898438,kg_per_CU,"debris-risk-reduction per cost; weighting is PLACEHOLDER (T5)",
1.1,SL-16 / Zenit-2 second stage,fom,,,criticality,band_weight,1.000000,1.000000,1.000000,1.000000,normalized,"w(h) PLACEHOLDER; cite on fill",
1.1,SL-16 / Zenit-2 second stage,fom,,,criticality,cost_per_risk_equiv_mass,0.004978,0.004978,0.004978,0.006636,CU_per_kg,"= C_campaign/sum(m_i*w(h_i)) = 1/fom per the same per-run FoM machinery (weights not recomputed); p50 is the reciprocal of the fom_p50 percentile BY CONSTRUCTION, NOT the percentile of per-run reciprocals (order statistics interpolate); p05/p95 are reciprocals of fom_p95/fom_p05 (order reverses for a decreasing transform)",
1.1,SL-16 / Zenit-2 second stage,fom,,,criticality,cost_per_risk_equiv_mass_musd,0.000769,0.000769,0.000769,0.001026,MUSD_per_kg,"= cost_per_risk_equiv_mass[CU_per_kg] x anchor_musd_per_cu[cost_scenario=mid]; mid-scenario anchor only to bound row count",mid
1.1,SL-16 / Zenit-2 second stage,cost_component,4,C_dev,,component_cost,100.000000,0.000000,100.000000,0.000000,CU,"baseline breakdown at median mission time",
1.1,SL-16 / Zenit-2 second stage,cost_component,4,C_bus,,component_cost,30.291410,0.000000,30.291410,0.000000,CU,"baseline breakdown at median mission time",
1.1,SL-16 / Zenit-2 second stage,cost_component,4,C_kit_total,,component_cost,16.000000,0.000000,16.000000,0.000000,CU,"baseline breakdown at median mission time",
1.1,SL-16 / Zenit-2 second stage,cost_component,4,C_launch,,component_cost,24.816000,0.000000,24.816000,0.000000,CU,"baseline breakdown at median mission time",
1.1,SL-16 / Zenit-2 second stage,cost_component,4,C_ops,,component_cost,8.087730,0.000000,8.087730,0.000000,CU,"baseline breakdown at median mission time",
1.1,SL-8 / Kosmos-3M second stage,amortization,1,,,cost_per_removal,156.590154,156.590067,156.590154,158.590163,CU_per_removal,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,1,,,cost_per_removal_ratio_to_n1,1.000000,0.000000,1.000000,0.000000,ratio,"p50 relative to sweep min N",
1.1,SL-8 / Kosmos-3M second stage,amortization,1,,,removals,1.000000,0.000000,1.000000,0.000000,count,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,1,,,campaign_cost,156.590154,0.000000,156.590154,0.000000,CU,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,2,,,cost_per_removal,81.967258,81.967198,81.967258,82.967274,CU_per_removal,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,2,,,cost_per_removal_ratio_to_n1,0.523451,0.000000,0.523451,0.000000,ratio,"p50 relative to sweep min N",
1.1,SL-8 / Kosmos-3M second stage,amortization,2,,,removals,2.000000,0.000000,2.000000,0.000000,count,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,2,,,campaign_cost,163.934516,0.000000,163.934516,0.000000,CU,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,3,,,cost_per_removal,57.092962,57.092904,57.092962,57.759636,CU_per_removal,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,3,,,cost_per_removal_ratio_to_n1,0.364601,0.000000,0.364601,0.000000,ratio,"p50 relative to sweep min N",
1.1,SL-8 / Kosmos-3M second stage,amortization,3,,,removals,3.000000,0.000000,3.000000,0.000000,count,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,3,,,campaign_cost,171.278887,0.000000,171.278887,0.000000,CU,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,4,,,cost_per_removal,44.655793,44.655758,44.655793,59.533747,CU_per_removal,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,4,,,cost_per_removal_ratio_to_n1,0.285176,0.000000,0.285176,0.000000,ratio,"p50 relative to sweep min N",
1.1,SL-8 / Kosmos-3M second stage,amortization,4,,,removals,4.000000,0.000000,4.000000,0.000000,count,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,4,,,campaign_cost,178.623146,0.000000,178.623146,0.000000,CU,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,5,,,cost_per_removal,45.986360,36.793479,45.986360,61.307881,CU_per_removal,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,5,,,cost_per_removal_ratio_to_n1,0.293673,0.000000,0.293673,0.000000,ratio,"p50 relative to sweep min N",
1.1,SL-8 / Kosmos-3M second stage,amortization,5,,,removals,4.000000,0.000000,4.000000,0.000000,count,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,5,,,campaign_cost,183.945668,0.000000,183.945668,0.000000,CU,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,6,,,cost_per_removal,47.316960,37.857959,47.316960,63.082014,CU_per_removal,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,6,,,cost_per_removal_ratio_to_n1,0.302171,0.000000,0.302171,0.000000,ratio,"p50 relative to sweep min N",
1.1,SL-8 / Kosmos-3M second stage,amortization,6,,,removals,4.000000,0.000000,4.000000,0.000000,count,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,6,,,campaign_cost,189.268068,0.000000,189.268068,0.000000,CU,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,7,,,cost_per_removal,48.647560,38.922439,48.647560,64.856147,CU_per_removal,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,7,,,cost_per_removal_ratio_to_n1,0.310668,0.000000,0.310668,0.000000,ratio,"p50 relative to sweep min N",
1.1,SL-8 / Kosmos-3M second stage,amortization,7,,,removals,4.000000,0.000000,4.000000,0.000000,count,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,7,,,campaign_cost,194.590468,0.000000,194.590468,0.000000,CU,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,8,,,cost_per_removal,49.978160,39.986919,49.978160,66.630281,CU_per_removal,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,8,,,cost_per_removal_ratio_to_n1,0.319165,0.000000,0.319165,0.000000,ratio,"p50 relative to sweep min N",
1.1,SL-8 / Kosmos-3M second stage,amortization,8,,,removals,4.000000,0.000000,4.000000,0.000000,count,"",
1.1,SL-8 / Kosmos-3M second stage,amortization,8,,,campaign_cost,199.912868,0.000000,199.912868,0.000000,CU,"",
1.1,SL-8 / Kosmos-3M second stage,fom,,,,removed_mass_per_mission,5600.000000,0.000000,5600.000000,0.000000,kg,"per mission at baseline N",
1.1,SL-8 / Kosmos-3M second stage,fom,,,spatial_density,fom,31.350916,23.516074,31.350916,31.350940,kg_per_CU,"debris-risk-reduction per cost; weighting is PLACEHOLDER (T5)",
1.1,SL-8 / Kosmos-3M second stage,fom,,,spatial_density,band_weight,1.000000,1.000000,1.000000,1.000000,normalized,"w(h) PLACEHOLDER; cite on fill",
1.1,SL-8 / Kosmos-3M second stage,fom,,,spatial_density,cost_per_risk_equiv_mass,0.031897,0.031897,0.031897,0.042524,CU_per_kg,"= C_campaign/sum(m_i*w(h_i)) = 1/fom per the same per-run FoM machinery (weights not recomputed); p50 is the reciprocal of the fom_p50 percentile BY CONSTRUCTION, NOT the percentile of per-run reciprocals (order statistics interpolate); p05/p95 are reciprocals of fom_p95/fom_p05 (order reverses for a decreasing transform)",
1.1,SL-8 / Kosmos-3M second stage,fom,,,spatial_density,cost_per_risk_equiv_mass_musd,0.004931,0.004931,0.004931,0.006573,MUSD_per_kg,"= cost_per_risk_equiv_mass[CU_per_kg] x anchor_musd_per_cu[cost_scenario=mid]; mid-scenario anchor only to bound row count",mid
1.1,SL-8 / Kosmos-3M second stage,fom,,,criticality,fom,21.318623,15.990930,21.318623,21.318639,kg_per_CU,"debris-risk-reduction per cost; weighting is PLACEHOLDER (T5)",
1.1,SL-8 / Kosmos-3M second stage,fom,,,criticality,band_weight,0.680000,0.680000,0.680000,0.680000,normalized,"w(h) PLACEHOLDER; cite on fill",
1.1,SL-8 / Kosmos-3M second stage,fom,,,criticality,cost_per_risk_equiv_mass,0.046907,0.046907,0.046907,0.062535,CU_per_kg,"= C_campaign/sum(m_i*w(h_i)) = 1/fom per the same per-run FoM machinery (weights not recomputed); p50 is the reciprocal of the fom_p50 percentile BY CONSTRUCTION, NOT the percentile of per-run reciprocals (order statistics interpolate); p05/p95 are reciprocals of fom_p95/fom_p05 (order reverses for a decreasing transform)",
1.1,SL-8 / Kosmos-3M second stage,fom,,,criticality,cost_per_risk_equiv_mass_musd,0.007251,0.007251,0.007251,0.009667,MUSD_per_kg,"= cost_per_risk_equiv_mass[CU_per_kg] x anchor_musd_per_cu[cost_scenario=mid]; mid-scenario anchor only to bound row count",mid
1.1,SL-8 / Kosmos-3M second stage,cost_component,4,C_dev,,component_cost,100.000000,0.000000,100.000000,0.000000,CU,"baseline breakdown at median mission time",
1.1,SL-8 / Kosmos-3M second stage,cost_component,4,C_bus,,component_cost,30.291410,0.000000,30.291410,0.000000,CU,"baseline breakdown at median mission time",
1.1,SL-8 / Kosmos-3M second stage,cost_component,4,C_kit_total,,component_cost,16.000000,0.000000,16.000000,0.000000,CU,"baseline breakdown at median mission time",
1.1,SL-8 / Kosmos-3M second stage,cost_component,4,C_launch,,component_cost,24.244000,0.000000,24.244000,0.000000,CU,"baseline breakdown at median mission time",
1.1,SL-8 / Kosmos-3M second stage,cost_component,4,C_ops,,component_cost,8.087736,0.000000,8.087736,0.000000,CU,"baseline breakdown at median mission time",
1.1,,cost_component_musd,,development,,cost,8.000000,0.000000,8.000000,0.000000,MUSD,"Smallsat bus + RPO/GNC dev NRE allocated to the campaign. Anchors: govt CubeSat/smallsat missions ~3-30 MUSD (New Space Economy survey); Aerospace Corp SSCM19 parametric CER methodology basis (aerospace.org/sscm); RPO-servicer ceiling analog Astroscale ELSA-d ~100 MUSD total two-spacecraft mission (184 kg servicer + 16 kg client). Low = lean COTS bus + heritage GNC; mid = smallsat band with RPO uplift; high = RPO-heavy half of the ELSA-d ceiling. [web-verified (analog) 2026-07-11]",low
1.1,,cost_component_musd,,development,,cost,20.000000,0.000000,20.000000,0.000000,MUSD,"Smallsat bus + RPO/GNC dev NRE allocated to the campaign. Anchors: govt CubeSat/smallsat missions ~3-30 MUSD (New Space Economy survey); Aerospace Corp SSCM19 parametric CER methodology basis (aerospace.org/sscm); RPO-servicer ceiling analog Astroscale ELSA-d ~100 MUSD total two-spacecraft mission (184 kg servicer + 16 kg client). Low = lean COTS bus + heritage GNC; mid = smallsat band with RPO uplift; high = RPO-heavy half of the ELSA-d ceiling. [web-verified (analog) 2026-07-11]",mid
1.1,,cost_component_musd,,development,,cost,50.000000,0.000000,50.000000,0.000000,MUSD,"Smallsat bus + RPO/GNC dev NRE allocated to the campaign. Anchors: govt CubeSat/smallsat missions ~3-30 MUSD (New Space Economy survey); Aerospace Corp SSCM19 parametric CER methodology basis (aerospace.org/sscm); RPO-servicer ceiling analog Astroscale ELSA-d ~100 MUSD total two-spacecraft mission (184 kg servicer + 16 kg client). Low = lean COTS bus + heritage GNC; mid = smallsat band with RPO uplift; high = RPO-heavy half of the ELSA-d ceiling. [web-verified (analog) 2026-07-11]",high
1.1,,cost_component_musd,,manufacturing_bus_unit,,cost,1.500000,0.000000,1.500000,0.000000,MUSD,"One ~25 kg-dry RPO-capable recurring flight bus (NRE lives in the development row). Anchors: high-performance smallsat bus > 1 MUSD (New Space Economy survey); recurring-unit learning rates 95pct (units 1-10) / 90pct (11-50) / 85pct (>50) (ICEAA Learning Rate Sensitivity Model). [web-verified (analog) 2026-07-11]",low
1.1,,cost_component_musd,,manufacturing_bus_unit,,cost,3.000000,0.000000,3.000000,0.000000,MUSD,"One ~25 kg-dry RPO-capable recurring flight bus (NRE lives in the development row). Anchors: high-performance smallsat bus > 1 MUSD (New Space Economy survey); recurring-unit learning rates 95pct (units 1-10) / 90pct (11-50) / 85pct (>50) (ICEAA Learning Rate Sensitivity Model). [web-verified (analog) 2026-07-11]",mid
1.1,,cost_component_musd,,manufacturing_bus_unit,,cost,6.000000,0.000000,6.000000,0.000000,MUSD,"One ~25 kg-dry RPO-capable recurring flight bus (NRE lives in the development row). Anchors: high-performance smallsat bus > 1 MUSD (New Space Economy survey); recurring-unit learning rates 95pct (units 1-10) / 90pct (11-50) / 85pct (>50) (ICEAA Learning Rate Sensitivity Model). [web-verified (analog) 2026-07-11]",high
1.1,,cost_component_musd,,launch_rideshare_sso,,cost,0.350000,0.000000,0.350000,0.000000,MUSD,"SpaceX rideshare SSO price card Feb 2026: base 350000 USD for up to 50 kg to SSO plus 7000 USD/kg above 50 kg; a ~44 kg servicer fits the 50 kg block. Mid/high add mid-inclination or dedicated-deployer/scheduling premiums (SpaceX directs non-SSO orbits to inquiry). [web-verified 2026-07-11]",low
1.1,,cost_component_musd,,launch_rideshare_sso,,cost,0.500000,0.000000,0.500000,0.000000,MUSD,"SpaceX rideshare SSO price card Feb 2026: base 350000 USD for up to 50 kg to SSO plus 7000 USD/kg above 50 kg; a ~44 kg servicer fits the 50 kg block. Mid/high add mid-inclination or dedicated-deployer/scheduling premiums (SpaceX directs non-SSO orbits to inquiry). [web-verified 2026-07-11]",mid
1.1,,cost_component_musd,,launch_rideshare_sso,,cost,0.700000,0.000000,0.700000,0.000000,MUSD,"SpaceX rideshare SSO price card Feb 2026: base 350000 USD for up to 50 kg to SSO plus 7000 USD/kg above 50 kg; a ~44 kg servicer fits the 50 kg block. Mid/high add mid-inclination or dedicated-deployer/scheduling premiums (SpaceX directs non-SSO orbits to inquiry). [web-verified 2026-07-11]",high
1.1,,cost_component_musd,,launch_dedicated_anchor,,cost,7.100000,0.000000,7.100000,0.000000,MUSD,"Context row NOT additive with launch_rideshare_sso -- alternative anchor if a dedicated orbit/schedule is required instead of rideshare; feeds the launch-HIGH bound (7.5 MUSD) of the anchor core's C_launch term (Sec.10 Method / adjudicated B3 -- width preserved, not narrowed). Rocket Lab Electron: ~300 kg to LEO dedicated mission; Q1-2025 realized avg revenue/launch 7.1 MUSD (SEC 10-Q); ~7.5 MUSD nominal dedicated-mission price (SpaceNexus explainer). [web-verified 2026-07-11]",low
1.1,,cost_component_musd,,launch_dedicated_anchor,,cost,7.500000,0.000000,7.500000,0.000000,MUSD,"Context row NOT additive with launch_rideshare_sso -- alternative anchor if a dedicated orbit/schedule is required instead of rideshare; feeds the launch-HIGH bound (7.5 MUSD) of the anchor core's C_launch term (Sec.10 Method / adjudicated B3 -- width preserved, not narrowed). Rocket Lab Electron: ~300 kg to LEO dedicated mission; Q1-2025 realized avg revenue/launch 7.1 MUSD (SEC 10-Q); ~7.5 MUSD nominal dedicated-mission price (SpaceNexus explainer). [web-verified 2026-07-11]",mid
1.1,,cost_component_musd,,launch_dedicated_anchor,,cost,7.500000,0.000000,7.500000,0.000000,MUSD,"Context row NOT additive with launch_rideshare_sso -- alternative anchor if a dedicated orbit/schedule is required instead of rideshare; feeds the launch-HIGH bound (7.5 MUSD) of the anchor core's C_launch term (Sec.10 Method / adjudicated B3 -- width preserved, not narrowed). Rocket Lab Electron: ~300 kg to LEO dedicated mission; Q1-2025 realized avg revenue/launch 7.1 MUSD (SEC 10-Q); ~7.5 MUSD nominal dedicated-mission price (SpaceNexus explainer). [web-verified 2026-07-11]",high
1.1,,cost_component_musd,,ground_segment_3yr,,cost,0.060000,0.000000,0.060000,0.000000,MUSD,"Derived: AWS Ground Station published per-minute rates 3 USD/min (narrowband reserved) to 22 USD/min (wideband on-demand) at 4-6 passes/day imply ~20000-60000 USD/yr all-in ground segment (AWS billing docs + ElasticScale / New Space Economy secondary confirmation); x3 yr campaign span gives 0.06-0.18 MUSD. [web-verified 2026-07-11]",low
1.1,,cost_component_musd,,ground_segment_3yr,,cost,0.120000,0.000000,0.120000,0.000000,MUSD,"Derived: AWS Ground Station published per-minute rates 3 USD/min (narrowband reserved) to 22 USD/min (wideband on-demand) at 4-6 passes/day imply ~20000-60000 USD/yr all-in ground segment (AWS billing docs + ElasticScale / New Space Economy secondary confirmation); x3 yr campaign span gives 0.06-0.18 MUSD. [web-verified 2026-07-11]",mid
1.1,,cost_component_musd,,ground_segment_3yr,,cost,0.180000,0.000000,0.180000,0.000000,MUSD,"Derived: AWS Ground Station published per-minute rates 3 USD/min (narrowband reserved) to 22 USD/min (wideband on-demand) at 4-6 passes/day imply ~20000-60000 USD/yr all-in ground segment (AWS billing docs + ElasticScale / New Space Economy secondary confirmation); x3 yr campaign span gives 0.06-0.18 MUSD. [web-verified 2026-07-11]",high
1.1,,cost_component_musd,,operations_3yr,,cost,1.000000,0.000000,1.000000,0.000000,MUSD,"3-yr campaign routine ops: 1-2 FTE at 150000-200000 USD/yr fully-burdened plus mission-ops software 50000-200000 USD/yr (SpaceNexus mission-cost guide); ops roughly 8pct of total mission cost / 20pct of bus cost. C_ops (CU) tracks ~4 sim-days not the real multi-year ops span -- this row is the real-dollar multi-year figure. [web-verified (analog) 2026-07-11]",low
1.1,,cost_component_musd,,operations_3yr,,cost,2.000000,0.000000,2.000000,0.000000,MUSD,"3-yr campaign routine ops: 1-2 FTE at 150000-200000 USD/yr fully-burdened plus mission-ops software 50000-200000 USD/yr (SpaceNexus mission-cost guide); ops roughly 8pct of total mission cost / 20pct of bus cost. C_ops (CU) tracks ~4 sim-days not the real multi-year ops span -- this row is the real-dollar multi-year figure. [web-verified (analog) 2026-07-11]",mid
1.1,,cost_component_musd,,operations_3yr,,cost,4.000000,0.000000,4.000000,0.000000,MUSD,"3-yr campaign routine ops: 1-2 FTE at 150000-200000 USD/yr fully-burdened plus mission-ops software 50000-200000 USD/yr (SpaceNexus mission-cost guide); ops roughly 8pct of total mission cost / 20pct of bus cost. C_ops (CU) tracks ~4 sim-days not the real multi-year ops span -- this row is the real-dollar multi-year figure. [web-verified (analog) 2026-07-11]",high
1.1,,cost_component_musd,,ssa_tracking,,cost,0.000000,0.000000,0.000000,0.000000,MUSD/yr,"LeoLabs declines to publicly quote; subscription is customized by fleet size and monitoring cadence (SpaceNews; CNBC). Zero-cost floor pointer: USSF/18th SDS free public conjunction data messages (CDMs). 0/0/0 is an UNFILLED placeholder not a claim the service is free -- do not invent a subscription figure. [PLACEHOLDER]",low
1.1,,cost_component_musd,,ssa_tracking,,cost,0.000000,0.000000,0.000000,0.000000,MUSD/yr,"LeoLabs declines to publicly quote; subscription is customized by fleet size and monitoring cadence (SpaceNews; CNBC). Zero-cost floor pointer: USSF/18th SDS free public conjunction data messages (CDMs). 0/0/0 is an UNFILLED placeholder not a claim the service is free -- do not invent a subscription figure. [PLACEHOLDER]",mid
1.1,,cost_component_musd,,ssa_tracking,,cost,0.000000,0.000000,0.000000,0.000000,MUSD/yr,"LeoLabs declines to publicly quote; subscription is customized by fleet size and monitoring cadence (SpaceNews; CNBC). Zero-cost floor pointer: USSF/18th SDS free public conjunction data messages (CDMs). 0/0/0 is an UNFILLED placeholder not a claim the service is free -- do not invent a subscription figure. [PLACEHOLDER]",high
1.1,,cost_component_musd,,insurance_launch_plus_1yr_pct,,cost,5.000000,0.000000,5.000000,0.000000,% insured value,"Launch-plus-first-year-in-orbit premium as pct of insured value; range rises after major-loss years (2023-24 hardened the market) or for unproven vehicles (Orbital Radar; Taylor Wessing; SpaceNews). Many smallsat missions self-insure -- applied only in the campaign_cost_musd_with_reserves row never in the base cost. [web-verified 2026-07-11]",low
1.1,,cost_component_musd,,insurance_launch_plus_1yr_pct,,cost,8.000000,0.000000,8.000000,0.000000,% insured value,"Launch-plus-first-year-in-orbit premium as pct of insured value; range rises after major-loss years (2023-24 hardened the market) or for unproven vehicles (Orbital Radar; Taylor Wessing; SpaceNews). Many smallsat missions self-insure -- applied only in the campaign_cost_musd_with_reserves row never in the base cost. [web-verified 2026-07-11]",mid
1.1,,cost_component_musd,,insurance_launch_plus_1yr_pct,,cost,12.000000,0.000000,12.000000,0.000000,% insured value,"Launch-plus-first-year-in-orbit premium as pct of insured value; range rises after major-loss years (2023-24 hardened the market) or for unproven vehicles (Orbital Radar; Taylor Wessing; SpaceNews). Many smallsat missions self-insure -- applied only in the campaign_cost_musd_with_reserves row never in the base cost. [web-verified 2026-07-11]",high
1.1,,cost_component_musd,,licensing_fcc_application,,cost,0.030000,0.000000,0.030000,0.000000,MUSD,"FCC Part 25 application fee one-time (not annual): streamlined smallsat 30000 USD (6-yr license term) is low; standard 45000 USD (15-yr term) is high; mid is the arithmetic midpoint (no published intermediate tier). [web-verified 2026-07-11]",low
1.1,,cost_component_musd,,licensing_fcc_application,,cost,0.037500,0.000000,0.037500,0.000000,MUSD,"FCC Part 25 application fee one-time (not annual): streamlined smallsat 30000 USD (6-yr license term) is low; standard 45000 USD (15-yr term) is high; mid is the arithmetic midpoint (no published intermediate tier). [web-verified 2026-07-11]",mid
1.1,,cost_component_musd,,licensing_fcc_application,,cost,0.045000,0.000000,0.045000,0.000000,MUSD,"FCC Part 25 application fee one-time (not annual): streamlined smallsat 30000 USD (6-yr license term) is low; standard 45000 USD (15-yr term) is high; mid is the arithmetic midpoint (no published intermediate tier). [web-verified 2026-07-11]",high
1.1,,cost_component_musd,,licensing_fcc_annual,,cost,0.012215,0.000000,0.012215,0.000000,MUSD/yr,"FCC annual regulatory fee NGSO Small Satellite category FY2024: 12215 USD per license/call sign (Federal Register FY2024 fee assessment; FCC 25-31); category explicitly includes On-Orbit Servicing (OOS) and Rendezvous and Proximity Operations (RPO) -- the ADSC servicer class. Single published figure flat across low/mid/high. [web-verified 2026-07-11]",low
1.1,,cost_component_musd,,licensing_fcc_annual,,cost,0.012215,0.000000,0.012215,0.000000,MUSD/yr,"FCC annual regulatory fee NGSO Small Satellite category FY2024: 12215 USD per license/call sign (Federal Register FY2024 fee assessment; FCC 25-31); category explicitly includes On-Orbit Servicing (OOS) and Rendezvous and Proximity Operations (RPO) -- the ADSC servicer class. Single published figure flat across low/mid/high. [web-verified 2026-07-11]",mid
